Date,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
30/11/2021,Saint Martin,"3,949",,56 ,,"1,399",,"2,494",7,"99,732","1,414","54,303","1,371,426","39,596 ",North America,10,707,1,,,"62,986"
30/11/2021,Monaco,"3,767",+29,36 ,,"3,585",+25,146,1,"95,042",908,"54,960","1,386,653","39,635 ",Europe,11,"1,101",1,732,,"3,684"
30/11/2021,Sao Tome and Principe,"3,731",,56 ,,"3,675",,0,,"16,590",249,"14,689","65,313","224,900 ",Africa,60,"4,016",15,,,
30/11/2021,Faeroe Islands,"3,626",+73,13 ,,"3,153",+43,460,7,"73,812",265,"564,000","11,480,916","49,125 ",Europe,14,"3,779",0,"1,486",,"9,364"
30/11/2021,Turks and Caicos,"3,096",,24 ,,"3,021",,51,,"78,467",608,"94,789","2,402,398","39,456 ",North America,13,"1,644",0,,,"1,293"
30/11/2021,Caribbean Netherlands,"2,938",+33,22 ,,"2,660",+21,256,,"110,588",828,"30,126","1,133,963","26,567 ",North America,9,"1,208",1,"1,242",,"9,636"
30/11/2021,Saint Kitts and Nevis,"2,786",+4,28 ,,"2,738",+6,20,1,"51,852",521,"56,538","1,052,261","53,730 ",North America,19,"1,919",1,74,,372
30/11/2021,British Virgin Islands,"2,765",,38 ,,N/A,N/A,N/A,7,"90,611","1,245","82,570","2,705,882","30,515 ",North America,11,803,0,,,"2,556"
30/11/2021,Bhutan,"2,640",,3 ,,"2,623",+3,14,,"3,369",4,"1,241,845","1,584,788","783,603 ",Asia,297,"261,201",1,,,18
30/11/2021,St. Barth,"1,601",,6 ,,N/A,N/A,N/A,,"161,391",605,"56,491","5,694,657","9,920 ",North America,6,"1,653",0,,,"114,214"
30/11/2021,Greenland,"1,456",, ,,"1,156",,300,2,"25,585",,"110,294","1,938,077","56,909 ",North America,39,,1,,,"5,272"
30/11/2021,Anguilla,"1,386",,3 ,,"1,273",,110,,"91,232",197,"51,382","3,382,175","15,192 ",North America,11,"5,064",0,,,"7,241"
30/11/2021,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,,,
30/11/2021,Wallis and Futuna,445,,7 ,,438,,0,,"40,598",639,"20,508","1,870,997","10,961 ",Australia/Oceania,25,"1,566",1,,,
30/11/2021,Falkland Islands,79,, ,,N/A,N/A,N/A,,"21,805",,"7,747","2,138,283","3,623 ",South America,46,,0,,,"3,036"
30/11/2021,Macao,77,, ,,77,,0,,116,,"5,019","7,584","661,828 ",Asia,"8,595",,132,,,
30/11/2021,Saint Pierre Miquelon,59,, ,,32,,27,,"10,254",,"11,864","2,061,870","5,754 ",North America,98,,0,,,"4,692"
30/11/2021,Montserrat,44,,1 ,,41,,2,,"8,807",200,"2,920","584,468","4,996 ",North America,114,"4,996",2,,,400
30/11/2021,Vatican City,27,, ,,27,,0,,"33,582",,,,804 ,Europe,30,,,,,
30/11/2021,Solomon Islands,20,, ,,20,,0,,28,,"4,500","6,332","710,627 ",Australia/Oceania,"35,531",,158,,,
30/11/2021,Western Sahara,10,,1 ,,8,,1,,16,2,,,"618,040 ",Africa,"61,804","618,040",,,,2
30/11/2021,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,,,
30/11/2021,Palau,8,, ,,8,,0,,439,,"11,133","611,166","18,216 ",Australia/Oceania,"2,277",,2,,,
30/11/2021,Vanuatu,6,,1 ,,3,,2,,19,3,"23,000","72,495","317,263 ",Australia/Oceania,"52,877","317,263",14,,,6
30/11/2021,Marshall Islands,4,, ,,4,,0,,67,,,,"59,754 ",Australia/Oceania,"14,939",,,,,
30/11/2021,Samoa,3,, ,,3,,0,,15,,,,"200,276 ",Australia/Oceania,"66,759",,,,,
30/11/2021,Saint Helena,2,, ,,2,,0,,328,,,,"6,103 ",Africa,"3,052",,,,,
30/11/2021,Micronesia,1,, ,,1,,0,,9,,,,"116,725 ",Australia/Oceania,"116,725",,,,,
30/11/2021,Tonga,1,, ,,1,,0,,9,,,,"107,386 ",Australia/Oceania,"107,386",,,,,
